StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q25,Q2,Q3,Q4#1_1,Q4#1_2,Q4#1_3,Q4#1_4,Q4#1_5,Q4#1_6,Q4#2_1,Q4#2_2,Q4#2_3,Q4#2_4,Q4#2_5,Q4#2_6,Q4#3_1_1,Q4#3_2_1,Q4#3_3_1,Q4#3_4_1,Q4#3_5_1,Q4#3_6_1,Q4#4_1,Q4#4_2,Q4#4_3,Q4#4_4,Q4#4_5,Q4#4_6,Q4#5_1,Q4#5_2,Q4#5_3,Q4#5_4,Q4#5_5,Q4#5_6,Q4#6_1,Q4#6_2,Q4#6_3,Q4#6_4,Q4#6_5,Q4#6_6,Q4#7_1_1,Q4#7_2_1,Q4#7_3_1,Q4#7_4_1,Q4#7_5_1,Q4#7_6_1,Q5,Q6,Q7,Q8,id_participant
2019-04-02 03:01:35,2019-04-02 14:49:07,IP Address,84.123.72.31,100,42451,True,2019-04-02 14:49:07,R_1GJ74QGrNUEtdSr,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan video game,Rachel L,37,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,2,11,2,2,3,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,,,,,,,4,4,14,12,24,9,Confident,"TC is warm but firm throughout the simulation, giving short and specific redirections; does not show any physical signs of irritation",8,"TC is able to support students in coming up with a few classroom norms, although there is limited rationale behind them. TC is largely successful with redirecting student misbehavior with 5/6 redirections including specific cues. There are many moments when all students are engaged in the discussion about classroom norms. TC remains calm throughout simulation. ",1_1819_2_37
2019-04-03 13:49:25,2019-04-03 13:50:50,IP Address,199.111.225.171,100,84,True,2019-04-03 13:50:50,R_1i8SHXveeJsTXRW,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Rachel G,80,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,2,4,3,2,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,12,10,21,4,10,3,confident ,"Adjusts redirections when students push back, redirections are firm and quick (no hesitation)",8,"Three norms created w/ rationale, all redirections specific and timely, some a bit lengthier, majority class discussion on norms, high student engagement, teacher is confident throughout",1_1819_3_80
2019-04-03 14:35:50,2019-04-03 14:37:33,IP Address,199.111.225.171,100,103,True,2019-04-03 14:37:34,R_3iyX1UPQJvtaRHW,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Rachel G,94,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,2,8,2,2,3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,7,9,7,5,10,11,nervous,"Playing with the podium, fidgeting with hands, laughs ""I don't know what the instruction would be""",8,"3+ norms created with rationale, efficiently redirected all misbehaviors, majority of dialogue advances discussion, supported student engagement, timely and succinct, teacher appeared nervous",1_1819_3_94
2019-04-03 14:52:29,2019-04-03 14:53:45,IP Address,199.111.225.171,100,76,True,2019-04-03 14:53:46,R_822N22tsrku1GYp,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Rachel G,76,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,52,7,9,20,32,7,,Yes,Yes,No,No,No,,No,Yes,Yes,Yes,Yes,,,Next behavior,Next behavior,Next behavior,Sim ended,,39,42,22,21,21,unsure,"Tried to ignore behaviors, hesitates in redirections ",2,"One norm created, ignores one behavior, most redirections not specific, all are lengthy causing most dialogue to be focused on misbehaviors, low student engagement, ",1_1819_2_76
2019-04-03 21:33:46,2019-04-03 21:35:07,IP Address,108.169.215.227,100,80,True,2019-04-03 21:35:07,R_3jTw2aHbx1XHKnv,,,,,38.8975982666015,-77.5092010498046,anonymous,EN,Ethan video game,Rachel G,117,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,43,14,12,3,9,11,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Next behavior,,,Next behavior,,Sim ended,13,15,15,42,19,8,annoyed,"""I'll wait until you're ready to listen"" ""you're being very disruptive and I'll wait"" ""this behavior is not acceptable in this classroom""",5,"3 norms created, most redirections specific but somewhat lengthy, some acknowledgements not timely, some dialogue focused on misbehaviors some on norms, teacher used positive behavior praise, teacher appears annoyed",1_1819_3_117
2019-04-04 15:57:46,2019-04-04 15:58:51,IP Address,199.111.225.59,100,65,True,2019-04-04 15:58:52,R_2bUImBkxEdVVCkv,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Maggie,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2,2,10,8,3,5,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,,,,,Next behavior,Next behavior,Sim ended,10,43,35,39,48,25,"Calm, positive demeanor","TC maintains consistent voice tone and level, seems a little unsure what to do, as increases hand motions when trying to give redirection. ",5,"TC supports students in generating 1 norm, comes up with 2 on her own. TC attempted with mixed success to redirect off task behavior. Most disruptions detracted from overall quality. Dialogue is mostly focused on student misbehavior. TC affect is calm. ",1_1819_2_59
2019-04-05 03:25:54,2019-04-05 03:39:39,IP Address,84.123.72.31,100,825,True,2019-04-05 03:39:39,R_3G18n72tg8jTpNd,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan video game,Rachel L,75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5,2,10,1,1,10,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,,,,,Next behavior,Sim ended,16,3,19,14,45,19,Calm,"Does not raise voice; tries to keep most redirections short without being mean (warm, but firm)",7,"TC is able to support students in generating a couple classroom norms (she comes up with some by herself too) with rationale behind them. TC is mostly successful with redirecting off-task behavior (5/6), but some redirections are lengthier than others, which does detract from the discussion. However, there are many moments when all students are engaged in the discussion about classroom norms. TC remains calm. ",1_1819_3_75
2019-04-05 11:42:17,2019-04-05 11:43:06,IP Address,199.111.227.216,100,49,True,2019-04-05 11:43:06,R_1PS2x45LgglEssk,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Maggie,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,2,4,4,4,3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,3,3,8,6,5,12,"Confident, warm but firm ","Maintained unruffled throughout the video, kept the same tone and voice level, didn’t react any differently towards misbehaviors. ",9,TC facilitated a well placed discussion focused on classroom norms and their rationale. TC supported students in generating over 3 norms with rationale. TC efficiently redirected all off task student behavior. Majority of dialogue advances the classroom discussion. TC affect is confident. ,1_1819_3_71
2019-04-05 11:48:41,2019-04-05 11:50:23,IP Address,199.111.224.149,100,102,True,2019-04-05 11:50:24,R_1dH8FGh7dnNy3pj,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Rachel G,83,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,37,10,6,24,11,7,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Next behavior,Next behavior,Next behavior,Next behavior,Next behavior,Sim ended,13,52,49,26,37,23,Increasingly frustrated ,"""you are being disruptive a little bit"" ""I'll wait for you""",2,"No norms created, all dialogue focused on misbehaviors, acknowledges all behaviors, low student engagement",1_1819_3_83
2019-04-05 12:31:33,2019-04-05 12:34:53,IP Address,199.111.224.149,100,199,True,2019-04-05 12:34:53,R_2TpmQVQouB4tsQ7,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Rachel G,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,2,10,2,26,6,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,,,Next behavior,,Next behavior,Sim ended,33,15,41,14,22,24,calm,"Seems amused by behaviors (smiles/laughs when Ethan does his impression), voice remains level and calm throughout the simulation",5,"3 norms created w/o rationale, mixed success in redirecting behaviors, dialogue sometimes focused on misbehaviors, sometimes on norms, inconsistently supported student engagement, ",1_1819_1_16
2019-04-05 12:54:24,2019-04-05 12:55:38,IP Address,199.111.225.172,100,73,True,2019-04-05 12:55:38,R_1jPa4opft4vm6ZH,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Maggie,44,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,17,3,10,12,12,3,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,,,Next behavior,,Next behavior,Sim ended,30,46,48,17,17,28,"Calm, increasingly annoyed","TC maintained pretty consistent tone, would elaborate on why misbehaviors are rude/distracting during misbehaviors, and had her hands on her hips showing a little frustration. ",4,"TC supported students coming up with 1-2 reasonable expectations. TC attempted with mixed success to redirect off task behavior. Disruptions were pretty lengthy, and most of the discussion was focused on the misbehaviors. TC affect is calm for the most part. ",1_1819_2_44
2019-04-05 12:59:19,2019-04-05 13:00:58,IP Address,199.111.224.149,100,98,True,2019-04-05 13:00:58,R_1EaixDLdIrkYBAF,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Rachel G,49,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5,6,28,9,36,12,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,,,Next behavior,,Next behavior,Sim ended,19,18,26,10,10,22,unsure,"Very hesitant with redirections, specific redirections seemed difficult for the teacher to get out",5,"3 norms created (some w rationale), mixed success with redirections, some disruptions detracted from overall discussion, dialogue sometimes focused on norms, sometimes on misbehaviors, inconsistently supported student engagement, teacher seems unsure throughout",1_1819_2_49
2019-04-05 13:12:43,2019-04-05 13:13:43,IP Address,199.111.225.172,100,59,True,2019-04-05 13:13:43,R_1GHAcXOHm3a9RFO,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Maggie,25,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,2,3,4,,3,5,Yes,Yes,Yes,,Yes,Yes,No,No,No,,No,Yes,,,,,,Sim ended,7,4,7,,6,18,"Calm, confident ","TC remained unruffled throughout, TC stayed positive and didn’t change tone or level of voice with redirections. ",9,"TC facilitated a well paced discussion focused on classroom norms and their rationale. TC supported students in generating 3 norms with rationale. TC efficiently redirected all off task behavior, so distractions were extremely brief. Majority of dialogue advances the classroom discussion. TC affect is confident. ",1_1819_1_25
2019-04-05 13:10:58,2019-04-05 13:40:05,IP Address,199.111.225.172,100,1746,True,2019-04-05 13:40:05,R_ZkOCZ38oCkBlvWN,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Maggie,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,3,6,2,4,5,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,,,,,Next behavior,,16,20,36,9,46,8,"Calm, somewhat increasingly annoyed","TC maintained pretty consistent voice and tone throughout. Occasionally appeared annoyed at misbhehaviors, noticed by an increase in using students name rather than redirecting. ",7,"TC facilitated a classroom discussion about norms and their rationale, at a pretty good pace. TC supported students in generating 3 classroom norms. TC attempted with mixed success (5/6) to redirect off task behavior. Some disruptions detracted from the discussion, some were pretty quick. Dialogue is mostly focused on classroom norms, at times on misbehavior. TC affect is calm. ",1_1819_1_19
2019-04-06 13:05:21,2019-04-06 13:07:19,IP Address,108.169.215.227,100,118,True,2019-04-06 13:07:20,R_suQaYEpR8Ymhbup,,,,,38.8975982666015,-77.5092010498046,anonymous,EN,Ethan video game,Rachel G,86,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,9,4,9,4,3,13,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Next behavior,,,,Next behavior,Sim ended,46,5,32,41,45,32,unsure,"Hesitates with being specific, engages with the behaviors ",4,"2 norms created, some redirections specific but all lengthy, most dialogue focused on misbehaviors, some moments when all students were engaged, teacher seems calm but unsure",1_1819_3_86
2019-04-06 13:46:59,2019-04-06 13:47:59,IP Address,76.120.250.20,100,60,True,2019-04-06 13:48:00,R_VU3uYIn3rgOyBep,,,,,38.0265960693359,-78.4804992675781,anonymous,EN,Ethan video game,Maggie,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,2,8,1,2,4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,8,14,28,14,44,12,"Warm, slightly nervous","Maintained consistent voice, heavily repeated students name and “please” while redirecting",8,"TC supported students in generating 2 classroom expectations. Disruptions were somewhat long and detracting, some were brief. A lot of dialogue advances the classroom conversation. TC affect remains unruffled. ",1_1819_1_2
2019-04-06 13:56:09,2019-04-06 13:56:56,IP Address,76.120.250.20,100,47,True,2019-04-06 13:56:57,R_2E9QR8pri8NjnGT,,,,,38.0265960693359,-78.4804992675781,anonymous,EN,Ethan video game,Maggie,74,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,2,5,2,3,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,13,4,38,12,8,7,"Calm, increasingly annoyed ","TC maintained pretty consistent tone, started to raise her voice a bit more towards the end of the simulation with the last few misbehavior redirections. ",8,"TC supported students in generating 2 classroom expectations. TC redirected all off task behaviors, some more efficient than others. Majority of dialogue advances the classroom discussion. TC affect remains unruffled for the most part. ",1_1819_3_74
2019-04-06 14:05:23,2019-04-06 14:06:13,IP Address,76.120.250.20,100,50,True,2019-04-06 14:06:14,R_2VjpccNiU4pIFG1,,,,,38.0265960693359,-78.4804992675781,anonymous,EN,Ethan video game,Maggie,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,2,4,1,2,3,Yes,Yes,No,Yes,No,No,,,Yes,,Yes,Yes,,,Next behavior,,Next behavior,Sim ended,14,11,51,8,48,26,"Warm, calm","TC maintained a consistent tone and level of voice throughout, didn’t really change how she treated students when misbehaving vs normal.",6,"TC supported students in generating a few classroom expectations. TC attempted with mixed success to redirect off task behavior. Some disruptions detracted from overall quality. Dialogue is sometimes focused on norms, at other times on misbehavior. TC used positive behavioral praise. TC affect was unruffled.",1_1819_1_5
2019-04-06 14:28:09,2019-04-06 14:29:26,IP Address,108.169.215.227,100,77,True,2019-04-06 14:29:27,R_27vzqYUNQb0l9vF,,,,,38.8975982666015,-77.5092010498046,anonymous,EN,Ethan video game,Rachel G,62,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,9,8,13,2,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,,,,,,,15,6,35,4,35,8,confident,"Strong voice, firm but warm redirections",7,"3+ rules generated w/ rationale, mixed success with redirections (most specific, succinct) a couple a bit longer, a couple not specific, majority of discussion is focused on norms with many instances where all students are engaged, teacher is confident throughout, one instance of positive behavioral praise ",1_1819_2_62
2019-04-07 11:09:14,2019-04-07 11:10:15,IP Address,199.111.227.219,100,61,True,2019-04-07 11:10:16,R_3erVqfElbElHpqt,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Maggie,104,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,11,4,3,7,7,3,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,,,Next behavior,,Next behavior,Sim ended,29,17,48,24,46,28,"Calm, slightly increasingly annoyed/confused ","TC maintained consistent voice and tone throughout, a bit more flustered towards the end, repeating students names and such instead of redirecting, but was still calm over all. ",4,"Students came up with one norm with rationale. TC attempted with mixed success to redirect off task student behavior. Most disruptions detracted from the overall quality of the class. Dialogue is mostly focused on students and their misbehaviors, sometimes on classroom norms.  ",1_1819_3_104
2019-04-06 14:26:49,2019-04-07 11:18:57,IP Address,199.111.227.165,100,75128,True,2019-04-07 11:18:58,R_AKZ86U5K9FIBcTD,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Rachel G,62,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,12,18,6,1,2,8,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,,Next behavior,Next behavior,Next behavior,Next behavior,Sim ended,43,41,54,39,49,18,annoyed,"""I don't appreciate you ignoring me"" ""you're being disrespectful""",3,"No norms created, all dialogue focused on misbehaviors, one specific redirection but it was lengthy, acknowledgments were not very timely, low student engagement",1_1819_2_62
2019-04-07 12:04:09,2019-04-07 12:05:23,IP Address,199.111.227.165,100,74,True,2019-04-07 12:05:23,R_24dw9y2y7egZZZz,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Rachel G,115,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,11,5,5,9,6,9,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Next behavior,,Next behavior,Next behavior,Next behavior,Sim ended,42,15,51,37,48,17,unsure,"Repeats redirections multiple times that don't stop the behavior, tries to engage with the student misbehaving instead of specifically telling them what he wants them to do",3,"1 norm created, most redirections not specific, all lengthy, most dialogue is focused on misbehaviors, low student engagement ",1_1819_4_115
2019-04-07 15:43:28,2019-04-07 15:49:15,IP Address,64.99.233.97,100,347,True,2019-04-07 15:49:16,R_2SuGqB0CRsUUaeq,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan video game,Claire,78,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,7,14,17,9,1,3,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Next behavior,,Next behavior,Next behavior,Next behavior,Next behavior,47,43,33,39,37,27,"increasingly irritated
nervous
","voice kind of trembles as she is speaking
rolls eyes
",3,"'-. At the low end the discussion was derailed because the teacher did not effectively redirect student behavior
- TC acknowledged all off task behavior. However, their attempts to address misbehavior are ineffective. 
-Disruptions were lengthy and detracted from the overall quality of the conversation
-The majority of dialogue/sounds are (a) TC engaging with students about their behavior (b) TC attempts to keep the discussion afloat during unaddressed student misbehavior (c) student misbehavior
-TC was fairly calm throughout sim but became increasingly irritated as it progressed
-TC was able to redirect some of the misbehaviors, but there-directions could have been more succinct and specific 
",1_1819_3_78
2019-04-07 15:49:22,2019-04-07 16:05:14,IP Address,64.99.233.97,100,952,True,2019-04-07 16:05:15,R_3fGXdDR2KlMHAUr,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan video game,Claire,37,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,2,5,2,2,4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,5,5,20,14,21,10,"calm, unruffled","calm tone of voice
very positive
",8,"'-The teaching candidate supported students in generating 2-3 reasonable classroom expectations as well as a rationale for them.
-• The majority of dialogue advances the classroom discussion. 
The teacher candidate supported student engagement such that all students were engaged in on-task behavior for the majority of the simulation
-TC uses some behavioral praise (when she redirects the drumming and comments on how she likes how Ethan’s hands are folded neatly on his lap)
-Teacher candidate affect is confident and they remain unruffled throughout the simulation. 
-Some redirections are lengthier than others and detract from the overall quality of the conversation
",1_1819_2_37
2019-04-07 20:24:39,2019-04-07 20:45:44,IP Address,199.111.229.32,100,1264,True,2019-04-07 20:45:44,R_1F2mmjaMzqxsjbS,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Claire,54,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,7,10,10,20,5,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,16,7,29,13,19,19,"**couldn’t see the TC’s face, the camera was on the avatars so I couldn’t see facial expressions/body language but she sounded pretty calm...increasingly annoyed as the simulation progressed though","towards the end, when the TC said thank you it started to sound more sarcastic",7,"'-The teaching candidate supported students in generating 2-3 reasonable classroom expectations. They may or may not have supported students in providing rationale for these. 
-TC redirected all student misbehavior. However, some of the acknowledgement was late--sounded like TC ignored some behavior for a little bit and then decided to acknowledge. Redirections could have been more succinct. Redirections were mostly lengthy and detracted from the other quality of the conversation. 
-TC used specific bodily cues in redirections
• Teacher candidate affect is, for the most part, calm though there may be occasional instances where they appear otherwise.
",1_1819_2_54
2019-04-07 20:45:46,2019-04-07 20:57:30,IP Address,199.111.229.32,100,704,True,2019-04-07 20:57:31,R_31GzbCoHl12ORKU,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Claire,65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,2,7,1,2,5,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,,,,,,Sim ended,5,5,8,5,5,16,"firm
unruffled","'-says please and thank you when giving redirections
-positive tone of voice
",9,"'-The teacher candidate facilitated a well-paced discussion focused on classroom norms and their rationale.
-The teaching candidate supported students in generating 2-3 reasonable classroom expectations as well as a rationale for them.
-The teacher efficiently redirected all off-task student behavior such that disruptions were extremely brief and did not detract from the overall quality of the discussion.
-The majority of dialogue advances the classroom discussion
-Teacher candidate affect is confident and they remain unruffled throughout the simulation.
",1_1819_2_65
2019-04-07 21:14:39,2019-04-07 21:27:04,IP Address,199.111.229.32,100,745,True,2019-04-07 21:27:04,R_2VmUA5bFRm4yxxh,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Claire,63,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,6,5,8,3,6,4,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,,,Next behavior,,,Sim ended,17,42,45,6,10,33,"nervous/flustered
warm","high pitch/tone of voice sounded nervous
sways back and forth nervously",6,"• The teaching candidate supported students in generating 2-3 reasonable classroom expectations as well as a rationale for them.
-TC redirects most misbehaviors, however, redirections are lengthy and detract from the overall quality of the conversation
-Dialogue is sometimes focused on classroom norms and their rationale. At other times it is (a) focused on students and their misbehavior, (b) used in attempts to keep the discussion afloat during unaddressed student misbehavior (
-Teacher candidate affect is, for the most part, calm though there may be occasional instances where they appear otherwise.
-Some disruptions detracted from the overall quality of the discussion
",1_1819_2_63
2019-04-07 21:41:32,2019-04-07 22:43:14,IP Address,199.111.229.63,100,3701,True,2019-04-07 22:43:15,R_1jAGltY06tbBBDj,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Claire,88,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,19,8,6,5,3,3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,,,,,Next behavior,,32,16,30,7,55,10,firm,"'-uses please and thank you when giving redirections
-doesn’t smile a lot
",7,"'-The teaching candidate supported students in generating 2-3 reasonable classroom expectations. They may or may not have supported students in providing rationale for these. 
-TC redirected all misbehaviors giving specific bodily cues. However, some redirections were lengthy and detracted from the overall quality of the conversation. As a result dialogue is sometimes focused on classroom norms and their rationale. At other times it is (a) focused on students and their misbehavior, (b) used in attempts to keep the discussion afloat during unaddressed student misbehavior
-Teacher candidate affect is confident and they remain unruffled throughout the simulation. 
",1_1819_3_88
2019-04-09 14:20:07,2019-04-09 14:21:04,IP Address,84.123.72.31,100,57,True,2019-04-09 14:21:04,R_2eUM9ESokYwTPu0,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan video game,Rachel L,67,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,25,2,23,39,33,6,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Next behavior,Next behavior,Next behavior,Next behavior,Next behavior,Sim ended,27,53,29,9,16,32,Unsure,Tries to engage with students about misbehaviors; tries to ignore off-task behavior,2,"TC is not able to support students in generating any classroom norms. TC is unsuccessful with redirecting off-task behavior as she takes a while to acknowledge misbehaviors and redirections are lengthy, which detracts from the quality of the conversation. The whole simulation is focused on either TC trying to redirect or trying to keep conversation afloat. TC does not support student engagement. ",1_1819_2_67
2019-04-10 18:20:20,2019-04-10 18:22:09,IP Address,108.169.215.227,100,109,True,2019-04-10 18:22:10,R_3q8cLawW5N4BkSr,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan video game,Rachel G,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,11,9,9,5,3,7,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Next behavior,,Next behavior,Next behavior,Next behavior,Sim ended,41,29,45,41,43,24,Unsure/slightly frustrated,"Engages with misbehaviors, hesitates to be specific, ""there will be consequences"" ""do I need to call home or call the office""",2,"No norms created, only one specific redirection (lengthy), only one instance when all students are engaged (brief), most dialogue focused on misbehaviors, all behaviors acknowledged, teacher appears unsure and some moments of irritation ",1_1819_1_23
2019-04-11 13:32:55,2019-04-11 13:33:43,IP Address,199.111.227.218,100,47,True,2019-04-11 13:33:43,R_1nZ2y8aR5cd7m6a,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Maggie,114,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2,2,6,1,1,4,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,,,,,,Sim ended,14,14,18,7,19,20,"Nervous, slightly ruffled at times ","Walking around/pacing a lot, lots of hand motions, raises voice slightly at misbehaviors ",7,"TC supported students in generating 3 reasonable classroom expectations. TC attempted with mixed success (5/6 successful) to redirect off task behavior. Most redirections were pretty efficient, however some detracted from the conversation. Majority of dialogue advances the classroom discussion. TC tried to engage with all students. TC affect is calm for most part but occasional instances where they appear otherwise. ",1_1819_4_114
2019-04-11 13:58:07,2019-04-11 13:59:23,IP Address,199.111.227.218,100,75,True,2019-04-11 13:59:24,R_2AZ5Ou1Qip0Fdmv,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan video game,Maggie,79,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,11,2,3,2,24,8,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Next behavior,,Next behavior,,Next behavior,Sim ended,49,19,38,18,26,21,Calm,"TC didn’t change his affect throughout the video, maintained consistent tone and level of voice throughout. ",3,TC supports students in generating 1 norm. TC attempted with one success to redirect off task behavior. Disruptions were lengthy and detracted from overall quality. Majority of sounds are TC engaging with students about their misbehavior. TC affect was calm,1_1819_3_79
